target,monthly_income,time_of_month,savings,guests
3,3578,28,low,0
3,3499,8,low,0
4,6322,2,medium,0
4,6865,30,medium,1
5,8309,24,high,0
5,9665,8,high,1
5,9886,24,high,0
5,7326,21,high,0
5,9107,16,high,0
4,6048,25,medium,0
4,4934,1,medium,1
5,7404,16,high,1
3,3692,27,low,0
5,9228,29,high,0
3,3492,25,low,0
3,3775,4,low,0
5,8880,4,high,0
1,1194,26,low,1
5,9499,19,high,0
4,4939,3,medium,1
4,5505,5,medium,0
1,1227,30,low,0
2,2798,6,low,0
1,1719,12,low,0
1,1741,27,low,0
5,7063,4,high,0
4,5191,26,medium,0
4,6559,17,medium,1
4,4734,5,medium,1
5,9168,15,high,0
5,7950,11,high,1
5,8377,13,high,0
2,2668,27,low,0
4,5216,3,medium,0
4,6438,6,medium,0
4,5791,29,medium,0
4,6117,14,medium,1
3,3819,11,low,1
4,6246,21,medium,1
4,4500,25,medium,0
5,7793,13,high,0
1,1796,16,low,0
1,1368,19,low,0
5,9287,1,high,0
5,7000,1,high,0
3,3759,20,low,1
5,9823,18,high,0
5,8216,4,high,1
5,9406,18,high,1
4,4940,23,medium,1
5,9188,21,high,1
5,8394,21,high,0
5,7053,13,high,0
4,6720,19,medium,0
1,1134,27,low,0
4,6608,17,medium,0
4,4977,16,medium,0
5,9833,21,high,1
5,9325,19,high,1
5,7031,7,high,1
5,8173,21,high,0
4,6648,28,medium,0
4,6717,2,medium,0
2,2586,17,low,0
4,4628,10,medium,0
4,6453,18,medium,0
4,5271,16,medium,0
5,9454,8,high,0
3,3596,16,low,0
1,1831,17,low,1
1,1271,30,low,0
4,5892,25,medium,0
4,6234,1,medium,0
4,6014,3,medium,1
4,4756,23,medium,1
5,7473,1,high,0
2,2129,17,low,1
5,9415,5,high,0
5,8819,12,high,0
5,8710,16,high,0
4,4918,13,medium,0
5,9514,13,high,0
5,9793,18,high,0
5,7181,13,high,0
4,4223,22,medium,1
5,7354,16,high,0
5,7433,4,high,0
4,5209,9,medium,0
5,7426,5,high,0
4,6112,31,medium,0
5,9409,8,high,0
1,1300,12,low,0
4,5706,17,medium,0
1,1185,29,low,0
4,6223,1,medium,1
5,9477,7,high,0
5,7025,24,high,0
3,3847,29,low,1
3,3819,24,low,0
4,4572,31,medium,0
4,6224,16,medium,0
4,4713,6,medium,1
4,4818,23,medium,0
4,4318,4,medium,0
4,6544,26,medium,1
3,3530,9,low,1
1,1637,17,low,1
4,5107,25,medium,0
5,8127,21,high,0
3,3047,9,low,0
4,5894,3,medium,1
4,4018,19,medium,0
5,7609,21,high,0
5,8637,7,high,0
4,6465,31,medium,0
1,1596,8,low,0
4,6583,13,medium,0
4,4546,25,medium,1
5,8009,30,high,1
5,9171,21,high,0
5,7030,16,high,1
1,1454,26,low,0
5,7877,23,high,0
1,1830,6,low,0
5,8429,14,high,0
4,4089,28,medium,0
5,8841,11,high,1
5,8690,11,high,0
4,4839,27,medium,1
1,1647,25,low,0
4,6631,2,medium,0
3,3493,9,low,0
1,1069,6,low,1
5,7187,21,high,0
3,3125,2,low,0
1,1516,8,low,1
3,3353,9,low,1
4,4499,19,medium,0
2,2076,28,low,1
4,5115,8,medium,0
1,1729,17,low,0
4,4817,11,medium,0
4,4019,17,medium,0
4,5415,13,medium,0
4,5978,13,medium,1
2,2837,20,low,1
1,1103,18,low,0
5,9308,26,high,0
2,2850,8,low,1
5,9275,25,high,0
2,2831,16,low,0
2,2306,28,low,0
4,5968,7,medium,1
2,2867,9,low,1
5,8672,5,high,0
5,9469,10,high,1
4,5738,6,medium,0
2,2680,10,low,1
1,1556,25,low,0
5,9349,27,high,0
2,2295,22,low,1
5,9080,30,high,0
4,4587,24,medium,0
2,2021,16,low,0
5,9418,6,high,0
4,5644,10,medium,0
4,6974,23,medium,1
4,5695,23,medium,0
5,7285,8,high,0
4,5895,20,medium,1
5,9670,9,high,1
5,8574,16,high,0
3,3657,10,low,0
5,9900,30,high,0
4,6666,2,medium,1
4,4794,31,medium,0
4,4908,20,medium,0
3,3077,27,low,1
4,6819,22,medium,0
5,8320,8,high,0
4,5814,9,medium,0
4,4461,7,medium,1
2,2810,20,low,0
1,1170,29,low,0
2,2413,9,low,1
4,4354,10,medium,1
5,7683,31,high,0
2,2725,1,low,0
4,4881,18,medium,0
5,9469,31,high,0
4,4315,9,medium,0
5,7499,28,high,0
3,3140,2,low,0
4,5100,23,medium,1
5,9474,5,high,0
5,9961,12,high,0
5,8514,23,high,0
4,4605,27,medium,1
4,4077,19,medium,1
3,3649,15,low,0
5,8954,22,high,1
4,6162,8,medium,0
4,4602,8,medium,0
5,9868,11,high,0
2,2533,9,low,0
4,6551,1,medium,1
4,6547,14,medium,0
2,2596,4,low,0
3,3308,13,low,1
4,5032,14,medium,1
4,5883,26,medium,1
5,9870,12,high,0
1,1182,2,low,0
2,2986,21,low,0
4,4842,29,medium,0
3,3663,30,low,1
3,3440,26,low,1
4,5879,23,medium,1
2,2588,18,low,0
5,7346,22,high,0
4,5870,14,medium,0
5,7969,23,high,0
2,2977,10,low,1
4,6985,15,medium,0
5,8270,4,high,0
4,5918,12,medium,0
4,4102,20,medium,1
4,5628,1,medium,0
5,7094,1,high,0
3,3600,27,low,0
2,2469,30,low,0
1,1936,8,low,0
5,7332,28,high,0
4,6031,31,medium,0
5,9127,20,high,0
3,3248,13,low,0
4,4243,3,medium,1
4,6956,2,medium,0
1,1032,29,low,1
4,6494,1,medium,0
4,6602,24,medium,0
4,6129,6,medium,1
3,3801,18,low,1
4,5454,29,medium,0
5,9868,9,high,0
1,1122,16,low,1
5,9525,18,high,0
4,6914,8,medium,0
5,9465,10,high,0
5,9413,23,high,1
3,3876,5,low,0
4,6917,9,medium,0
4,4466,26,medium,0
4,6213,10,medium,1
4,6884,19,medium,0
3,3045,15,low,0
5,8107,26,high,0
4,4546,15,medium,0
5,9876,20,high,0
3,3522,27,low,0
2,2209,19,low,0
4,4526,5,medium,0
4,5043,27,medium,1
3,3470,10,low,0
1,1326,9,low,1
5,9440,30,high,0
3,3538,18,low,0
4,5244,20,medium,0
5,8587,1,high,0
4,6162,23,medium,1
5,7094,7,high,0
2,2189,13,low,1
5,9414,27,high,0
5,9483,10,high,0
5,7511,16,high,0
4,5510,19,medium,0
1,1718,20,low,0
5,9297,18,high,0
4,6077,22,medium,0
2,2972,8,low,0
5,8440,29,high,0
3,3636,8,low,0
4,6706,6,medium,0
4,4631,28,medium,0
4,5622,31,medium,0
5,9467,21,high,0
4,5071,5,medium,0
4,6990,24,medium,1
5,7786,12,high,0
5,9341,20,high,0
3,3921,5,low,0
1,1323,29,low,0
3,3487,31,low,0
5,7915,11,high,1
4,4945,18,medium,0
2,2401,11,low,0
4,6844,10,medium,1
4,4432,8,medium,1
1,1993,21,low,0
4,5966,23,medium,1
5,9462,26,high,0
2,2779,22,low,1
5,9681,28,high,1
3,3886,12,low,1
4,5741,22,medium,1
4,5587,19,medium,0
5,8082,12,high,0
4,4400,23,medium,0
1,1196,1,low,0
5,7107,9,high,0
4,4180,13,medium,0
5,8068,31,high,0
5,9941,9,high,0
5,9601,9,high,1
5,7957,30,high,0
3,3451,20,low,0
5,7544,8,high,0
1,1835,1,low,0
2,2921,1,low,0
1,1235,10,low,0
4,5608,27,medium,1
4,5628,24,medium,0
2,2676,15,low,0
4,5894,21,medium,1
4,4186,31,medium,0
2,2525,23,low,1
4,6592,18,medium,0
2,2415,1,low,0
5,9357,22,high,1
5,9553,31,high,1
4,5001,30,medium,0
3,3109,10,low,0
1,1617,25,low,0
5,8522,5,high,0
4,6551,20,medium,0
3,3392,5,low,0
4,4742,1,medium,0
4,4063,1,medium,0
3,3069,28,low,1
4,5054,7,medium,0
2,2742,4,low,0
4,6953,25,medium,1
5,7856,5,high,1
4,6160,13,medium,1
2,2657,5,low,1
5,8585,12,high,0
4,6798,1,medium,0
5,8181,5,high,1
2,2360,15,low,0
3,3854,16,low,0
4,5449,8,medium,0
3,3551,4,low,1
4,6590,2,medium,1
5,7532,25,high,0
2,2129,20,low,0
3,3889,10,low,0
5,9621,23,high,0
1,1671,9,low,1
1,1409,31,low,0
1,1548,7,low,0
5,7640,23,high,0
5,9256,5,high,1
4,5497,8,medium,0
5,7719,12,high,0
4,5429,6,medium,0
5,9158,1,high,0
3,3537,27,low,0
4,4464,17,medium,1
1,1152,17,low,0
4,6657,6,medium,0
4,6985,26,medium,0
1,1609,15,low,1
4,5601,9,medium,0
5,7920,13,high,1
4,5247,5,medium,0
4,6808,6,medium,0
4,6537,15,medium,1
5,9799,31,high,0
5,7750,16,high,1
5,8503,13,high,0
5,9590,10,high,1
2,2151,10,low,1
4,4268,2,medium,0
2,2743,29,low,0
5,9519,29,high,1
4,4631,28,medium,1
5,9863,27,high,1
5,7265,25,high,0
4,4256,16,medium,1
5,9813,6,high,0
1,1994,25,low,0
5,9132,5,high,0
4,4925,13,medium,1
2,2271,17,low,0
5,8587,20,high,0
3,3942,22,low,0
4,4597,11,medium,0
5,7755,23,high,1
4,6439,19,medium,1
5,7353,2,high,0
4,5951,2,medium,0
5,9800,30,high,0
4,5280,21,medium,1
5,9711,9,high,1
3,3248,7,low,0
2,2181,30,low,0
4,4406,19,medium,0
3,3132,21,low,1
1,1191,3,low,0
3,3834,2,low,0
5,8519,10,high,0
5,9186,5,high,0
5,9407,1,high,0
4,4661,10,medium,0
4,5364,12,medium,0
2,2930,15,low,0
5,9731,9,high,1
5,7443,31,high,1
4,4728,8,medium,1
1,1375,4,low,1
4,5469,9,medium,0
4,4667,20,medium,1
5,9948,10,high,0
4,4577,17,medium,1
5,8127,25,high,1
2,2252,2,low,1
4,4018,7,medium,0
4,4412,18,medium,0
5,7987,17,high,0
4,5739,11,medium,0
4,5703,3,medium,0
5,9368,19,high,0
3,3024,16,low,1
5,8746,1,high,0
5,7010,25,high,0
4,6576,10,medium,0
1,1380,28,low,0
5,7608,1,high,0
4,4260,13,medium,0
3,3207,27,low,0
3,3278,19,low,0
4,4757,22,medium,0
5,9960,1,high,1
4,4640,21,medium,0
5,7174,12,high,0
4,5687,1,medium,0
5,9896,29,high,0
5,8082,30,high,1
5,9184,12,high,0
2,2954,10,low,0
2,2857,1,low,0
2,2994,15,low,1
4,6599,9,medium,0
5,7153,18,high,0
5,8683,31,high,1
5,8844,13,high,1
3,3560,15,low,0
5,8674,6,high,0
5,8127,18,high,1
1,1562,16,low,0
2,2344,15,low,1
5,7191,7,high,0
4,5244,29,medium,0
2,2858,9,low,0
4,5352,22,medium,0
1,1621,14,low,1
4,6352,16,medium,0
3,3918,30,low,0
4,5918,25,medium,1
4,4818,3,medium,0
5,9403,17,high,0
4,4952,17,medium,1
1,1007,23,low,1
4,4257,31,medium,0
4,4882,19,medium,0
4,6424,23,medium,0
4,5447,12,medium,1
4,4550,9,medium,0
4,6270,2,medium,0
5,8370,30,high,0
2,2717,19,low,0
4,4811,30,medium,0
1,1972,16,low,1
5,7141,7,high,0
1,1119,5,low,0
5,8298,1,high,0
5,8078,8,high,1
5,9051,16,high,0
2,2223,15,low,0
3,3747,19,low,1
2,2774,25,low,0
4,4218,27,medium,0
4,6349,22,medium,0
4,4052,28,medium,1
4,4253,4,medium,0
5,8642,25,high,1
5,8380,15,high,0
5,8574,11,high,1
2,2447,5,low,0
4,4348,29,medium,0
4,5328,31,medium,1
4,4955,27,medium,0
1,1989,17,low,1
2,2127,24,low,0
4,4514,19,medium,1
2,2715,13,low,0
3,3221,23,low,0
5,7272,11,high,1
4,6793,10,medium,0
1,1728,27,low,1
4,5389,31,medium,0
4,4549,19,medium,1
5,9052,27,high,1
4,4213,26,medium,0
5,8678,27,high,0
4,6061,18,medium,1
4,4183,17,medium,1
5,7568,7,high,0
5,9374,5,high,0
5,9478,27,high,1
3,3434,7,low,0
1,1630,2,low,0
5,8772,5,high,0
3,3458,23,low,0
4,4552,28,medium,0
4,4387,28,medium,1
5,8862,26,high,1
5,9042,24,high,1
5,8273,23,high,0
4,5593,29,medium,0
5,7149,6,high,1
4,4451,30,medium,1
4,4066,7,medium,0
4,5907,26,medium,1
2,2120,10,low,1
5,9937,5,high,1
5,7870,19,high,0
4,4083,20,medium,1
5,7179,3,high,0
5,9879,17,high,0
4,4865,9,medium,0
3,3322,17,low,1
1,1909,14,low,0
4,5857,20,medium,0
1,1686,8,low,1
1,1542,18,low,1
4,6690,16,medium,1
1,1358,11,low,0
2,2620,25,low,0
2,2775,28,low,0
2,2906,6,low,0
5,7349,17,high,0
2,2363,5,low,0
5,9033,3,high,0
5,8502,17,high,0
5,7918,1,high,0
3,3307,5,low,0
1,1865,14,low,0
1,1122,22,low,0
1,1840,30,low,0
5,9972,6,high,0
5,9378,1,high,0
4,4634,19,medium,0
5,7253,17,high,0
3,3294,21,low,0
5,9492,26,high,0
4,6285,10,medium,0
5,9142,5,high,0
2,2988,24,low,0
2,2433,24,low,0
4,4753,1,medium,0
5,8806,19,high,1
4,4322,12,medium,1
2,2387,8,low,0
5,8759,7,high,0
5,9264,6,high,0
1,1695,3,low,1
5,7766,24,high,1
4,5835,26,medium,0
5,7888,27,high,0
3,3006,3,low,1
1,1758,26,low,0
1,1587,29,low,0
1,1931,21,low,0
2,2289,10,low,0
3,3375,1,low,1
4,5621,9,medium,0
3,3204,16,low,0
5,7097,10,high,1
3,3451,12,low,0
5,8133,19,high,0
5,8929,9,high,0
5,9315,23,high,1
4,4591,4,medium,0
3,3554,31,low,0
5,8420,2,high,1
5,9167,5,high,0
1,1381,30,low,0
4,4905,26,medium,0
5,9993,4,high,1
5,8626,20,high,1
5,7451,19,high,0
4,4990,30,medium,0
4,4599,24,medium,1
5,9786,2,high,0
3,3179,6,low,0
1,1084,15,low,1
3,3812,5,low,0
5,8968,2,high,0
2,2171,6,low,1
4,6049,14,medium,0
1,1950,14,low,0
5,8447,17,high,0
5,7162,24,high,0
4,6474,4,medium,0
4,4378,22,medium,0
4,6373,8,medium,0
5,8767,26,high,0
4,6663,20,medium,0
5,7987,3,high,0
4,6619,31,medium,1
5,8206,3,high,0
3,3019,15,low,0
4,6132,20,medium,0
1,1266,9,low,1
1,1879,17,low,1
5,9948,3,high,0
3,3715,16,low,0
3,3940,2,low,0
4,4436,13,medium,0
4,6519,31,medium,0
2,2502,11,low,0
1,1202,24,low,0
5,7390,23,high,0
5,7175,27,high,0
4,4057,19,medium,0
4,6587,17,medium,0
4,4292,23,medium,1
2,2231,4,low,1
5,9459,29,high,0
1,1280,26,low,1
5,8158,24,high,0
3,3541,8,low,1
5,7893,2,high,0
5,9418,21,high,0
5,8946,31,high,0
3,3282,4,low,1
4,6104,6,medium,0
4,5648,17,medium,1
4,5706,28,medium,0
4,5924,21,medium,0
4,5741,31,medium,0
5,7035,5,high,1
1,1128,11,low,1
5,7271,19,high,1
4,5780,6,medium,1
5,8673,30,high,0
1,1599,17,low,0
3,3904,25,low,1
5,7087,2,high,0
4,5076,15,medium,0
1,1936,30,low,0
5,9383,31,high,1
4,4579,26,medium,0
5,9043,10,high,1
1,1151,30,low,0
5,7140,20,high,0
5,8151,13,high,0
1,1684,11,low,1
4,5084,31,medium,0
3,3639,25,low,0
1,1479,5,low,1
1,1499,10,low,0
5,8600,22,high,0
5,8085,14,high,1
5,7223,17,high,0
4,4812,11,medium,1
1,1864,25,low,0
1,1323,31,low,1
4,4090,7,medium,0
5,9654,14,high,0
4,6998,22,medium,1
3,3706,27,low,0
1,1045,19,low,1
5,7870,27,high,0
4,6127,23,medium,0
3,3526,25,low,0
2,2798,29,low,1
5,7892,2,high,0
5,9073,23,high,0
5,7762,6,high,0
4,5524,27,medium,0
5,9386,19,high,0
4,5688,6,medium,0
5,8598,18,high,1
5,7992,18,high,0
5,8529,6,high,0
4,4899,14,medium,1
5,8463,27,high,0
5,7050,23,high,0
5,7244,19,high,1
5,8441,15,high,0
4,6274,9,medium,0
4,4128,26,medium,1
1,1314,18,low,1
2,2057,5,low,1
4,4668,22,medium,0
5,9592,27,high,0
1,1534,30,low,0
5,9627,27,high,1
4,4068,19,medium,0
4,5959,23,medium,0
4,5758,5,medium,0
4,5947,18,medium,0
3,3976,15,low,0
5,8233,30,high,0
5,8023,27,high,0
5,9390,25,high,1
4,6039,9,medium,0
2,2194,12,low,1
5,7176,11,high,0
4,6143,9,medium,1
5,9430,14,high,0
3,3218,8,low,0
4,5062,30,medium,0
4,5849,13,medium,0
1,1390,29,low,0
4,5277,4,medium,0
5,8194,5,high,0
5,8712,18,high,1
5,7421,21,high,0
1,1870,9,low,0
5,9929,18,high,0
2,2300,27,low,0
5,9955,20,high,0
5,9829,17,high,0
5,9337,1,high,0
4,6316,21,medium,0
5,9916,9,high,0
4,5159,17,medium,0
5,8279,7,high,0
2,2320,16,low,0
2,2457,15,low,0
1,1846,9,low,0
5,8126,20,high,0
4,5415,16,medium,1
4,5291,18,medium,0
4,6192,29,medium,0
1,1166,12,low,1
3,3109,11,low,1
5,9053,19,high,0
5,9740,6,high,0
5,8271,16,high,1
3,3792,4,low,1
4,6635,3,medium,0
5,9503,12,high,0
4,6487,17,medium,0
2,2047,11,low,0
4,6276,18,medium,0
4,6940,4,medium,1
4,5743,20,medium,0
5,9212,2,high,0
4,6958,7,medium,0
5,8571,4,high,0
1,1336,11,low,0
5,7947,29,high,1
1,1137,4,low,1
1,1490,31,low,1
4,4792,19,medium,1
5,9319,4,high,0
3,3767,19,low,0
3,3435,30,low,0
4,4827,24,medium,0
4,5498,4,medium,0
5,7712,1,high,0
5,9464,2,high,0
5,7451,20,high,0
5,8906,16,high,0
4,5353,9,medium,1
4,5780,6,medium,0
1,1553,3,low,0
5,8262,12,high,0
5,8635,2,high,0
3,3119,10,low,0
2,2461,26,low,1
4,4802,14,medium,0
2,2626,3,low,0
4,6689,11,medium,0
4,6177,4,medium,0
5,8492,25,high,1
5,9342,4,high,1
4,5694,25,medium,0
1,1011,17,low,0
5,7368,15,high,1
4,4379,27,medium,0
3,3713,4,low,0
4,4480,27,medium,1
5,7434,22,high,0
4,5523,3,medium,0
1,1906,27,low,1
1,1306,20,low,0
2,2436,27,low,0
2,2793,31,low,0
4,5474,11,medium,0
5,9135,9,high,0
3,3937,29,low,0
5,9042,29,high,0
4,5288,3,medium,1
5,8154,8,high,1
5,8950,16,high,1
4,6609,5,medium,1
5,9567,18,high,0
2,2473,3,low,0
5,7655,29,high,0
1,1950,27,low,0
2,2569,29,low,0
3,3885,21,low,0
1,1780,16,low,0
1,1017,10,low,0
1,1724,26,low,0
1,1664,18,low,0
3,3091,28,low,0
4,4940,13,medium,0
3,3910,19,low,0
4,5642,1,medium,0
5,9445,24,high,1
5,8317,4,high,0
4,5281,15,medium,1
2,2286,16,low,1
4,6680,11,medium,1
5,8257,3,high,0
1,1982,21,low,0
5,9526,31,high,0
2,2247,18,low,0
4,4085,24,medium,0
3,3267,21,low,0
4,5000,23,medium,1
4,6503,9,medium,0
4,5604,22,medium,0
5,9414,9,high,1
4,4742,2,medium,1
2,2966,8,low,1
1,1652,24,low,0
5,7154,8,high,0
4,6449,22,medium,1
2,2565,13,low,1
5,8025,1,high,0
1,1732,17,low,1
4,6397,30,medium,0
2,2762,17,low,1
4,5686,31,medium,1
5,8276,21,high,1
3,3929,28,low,0
5,9191,12,high,0
1,1909,5,low,0
2,2073,8,low,0
5,8493,30,high,0
5,7734,15,high,0
5,9626,15,high,1
4,6428,24,medium,0
2,2394,9,low,0
4,5185,6,medium,0
4,5138,27,medium,0
5,8466,18,high,1
5,9230,2,high,0
4,6212,28,medium,0
