target,monthly_income,time_of_month,savings,guests
5,5476,16,medium,0
4,7022,8,low,0
1,7395,17,low,0
2,1846,9,low,0
1,9585,28,medium,0
2,5359,30,medium,0
1,4559,8,medium,0
5,6686,6,low,0
4,5511,27,low,0
1,5110,4,low,0
1,3773,26,medium,0
2,2860,1,medium,0
2,5817,18,high,0
5,5476,8,high,0
3,5325,2,low,0
2,5113,26,high,0
3,6643,26,high,0
2,8326,6,medium,0
3,9499,2,medium,0
3,8193,3,medium,0
4,8305,21,high,1
3,4310,3,medium,0
1,2782,22,medium,0
1,7458,13,high,0
3,5604,17,high,0
2,4983,27,high,0
1,2255,3,medium,0
3,8695,26,high,0
1,8775,17,medium,0
3,7371,4,high,0
2,6678,4,high,0
4,5115,17,high,0
1,1435,8,low,0
2,1725,18,low,0
2,3161,16,high,0
2,7554,3,low,0
1,2694,21,low,1
1,3162,18,medium,0
4,2870,3,high,0
3,4982,18,medium,0
1,1738,31,medium,0
4,6896,2,high,0
1,1185,11,high,0
2,7971,19,high,0
1,3310,14,low,1
5,7263,10,low,0
1,1694,30,medium,0
5,7168,1,medium,0
4,7546,27,medium,0
3,9468,5,medium,0
3,9366,11,low,0
1,2916,12,low,0
3,7905,15,high,0
1,4313,26,low,0
1,3127,23,low,0
1,3316,28,medium,1
3,1897,9,low,0
4,5101,22,medium,0
3,4595,21,high,0
4,6208,7,medium,0
1,4448,6,low,0
3,2261,25,medium,0
3,9403,21,low,0
2,9730,6,low,0
5,8539,7,high,1
1,2849,25,low,0
2,5311,15,medium,0
3,7448,15,low,0
3,4336,27,high,0
2,1522,8,low,0
1,3087,12,high,0
1,5867,30,low,0
2,6036,20,high,0
4,9247,17,high,0
3,9158,1,low,1
3,6023,24,medium,0
1,7141,5,high,0
2,7925,15,low,0
3,3252,25,low,0
2,3387,25,low,0
2,1741,6,low,1
3,1609,24,high,0
3,6996,26,low,0
5,9764,3,medium,0
2,5595,1,medium,0
5,7424,27,high,0
2,8322,31,medium,0
1,4090,17,high,0
1,1460,12,high,0
3,4590,30,medium,0
1,2966,11,low,0
3,6690,2,low,0
1,3690,31,low,0
2,3271,10,medium,0
1,7220,27,medium,0
4,8351,4,high,0
2,2669,13,high,0
3,8857,25,medium,0
3,6741,30,high,0
1,1271,31,low,0
2,5822,8,low,0
4,5667,4,high,0
1,1373,1,high,0
2,2375,21,medium,0
2,3279,5,high,0
2,7069,11,medium,0
4,9996,4,medium,0
3,7153,17,medium,0
1,1122,29,high,0
4,7784,31,low,1
4,7856,4,medium,1
1,8658,16,medium,0
1,1320,28,medium,0
1,1188,21,high,0
4,4236,15,low,0
4,9581,18,medium,0
2,1397,25,high,0
5,7515,13,high,0
3,1713,2,medium,0
1,2989,23,high,0
4,6965,1,medium,0
3,6793,11,high,1
4,9185,23,medium,0
2,3398,26,high,0
3,9942,17,medium,0
3,8807,9,low,1
3,7125,14,low,0
1,2527,18,low,0
3,4559,26,medium,0
2,8539,23,medium,0
2,2785,5,high,0
1,7792,17,low,0
1,8199,16,low,0
1,3863,6,high,0
3,8629,19,high,0
3,3898,29,medium,0
2,7594,4,medium,0
3,7370,13,low,0
5,8636,13,high,0
2,7893,7,medium,0
1,2339,28,high,0
2,6305,14,low,0
2,9117,28,medium,0
1,3144,31,medium,1
4,6377,6,medium,0
2,4150,30,high,0
1,2169,9,low,0
1,5256,30,low,0
3,8513,5,medium,0
5,6094,27,high,0
4,9184,25,low,1
2,7953,19,low,0
4,1588,29,medium,0
1,2999,2,high,0
2,2136,10,low,0
2,3086,26,medium,0
4,9785,6,medium,0
5,5518,8,high,1
3,7187,27,high,0
3,3532,14,medium,0
2,8836,28,medium,0
3,1913,6,high,0
4,6648,16,medium,1
1,9806,29,low,0
2,9053,30,low,0
4,9294,27,medium,0
5,9173,9,high,0
4,3138,2,high,0
2,2731,18,medium,0
2,6189,6,low,0
3,8238,15,high,0
2,6338,27,medium,0
2,5478,3,low,0
4,9055,2,medium,0
3,1658,6,high,0
3,8027,9,high,1
1,2770,6,low,0
1,2374,30,medium,0
4,4119,13,high,0
3,8573,4,low,0
1,2094,30,medium,0
3,5112,7,low,0
3,6903,31,medium,0
3,9275,15,low,0
4,9283,8,high,0
4,9774,6,medium,0
2,6949,12,medium,0
3,8786,28,low,0
1,1256,8,low,0
1,4118,17,medium,0
2,6968,27,low,0
4,1717,30,high,0
4,7652,5,medium,1
4,7160,4,high,0
4,8051,22,low,0
2,7281,22,low,0
3,4600,2,high,0
1,2140,27,high,0
5,8357,17,medium,0
1,3058,25,high,0
2,2249,18,high,0
1,1380,2,low,0
3,7182,13,medium,0
2,6666,22,medium,0
3,8723,12,high,0
1,2407,22,high,0
3,7200,18,low,1
3,8116,24,medium,0
2,8154,16,medium,0
4,8983,25,high,0
1,5414,12,high,0
4,9797,30,low,0
1,5531,28,low,0
3,8151,1,medium,1
3,9728,10,low,0
4,9996,8,medium,0
4,6647,13,medium,0
4,7080,24,high,0
4,4320,18,low,1
1,2664,29,medium,0
5,5890,10,high,1
3,2540,19,medium,0
2,2361,22,high,0
1,1268,13,high,0
1,2855,7,high,0
1,5455,3,low,0
3,7244,7,high,0
1,2122,15,low,0
3,6195,17,high,0
2,7707,25,low,0
2,2026,10,low,0
2,5428,31,low,0
1,3488,13,low,0
1,5856,25,high,0
1,2337,21,high,0
1,7507,26,medium,0
4,1415,30,high,0
4,1854,3,medium,0
5,8498,1,medium,1
2,9101,11,high,0
1,3112,1,high,0
3,5531,29,medium,0
3,7540,20,medium,1
2,2211,25,low,0
2,2233,29,high,0
5,7469,3,medium,0
3,9431,18,low,0
5,9468,29,medium,0
5,9444,14,medium,0
1,4376,30,medium,0
3,7963,9,low,0
1,2651,30,high,0
1,4553,5,high,0
3,8207,11,medium,0
3,1502,25,medium,0
1,2664,31,low,0
2,4754,29,medium,0
4,5356,25,high,0
3,3110,4,high,0
3,4993,1,high,0
4,9498,12,high,0
2,2515,7,low,1
4,9956,14,high,1
3,5353,7,low,1
4,8585,17,high,0
3,4444,27,high,0
5,6970,27,high,0
3,8453,28,medium,0
1,8785,29,medium,0
1,2086,23,medium,0
5,9699,7,low,0
2,6047,2,low,1
4,4125,13,medium,1
3,5406,7,medium,0
1,1905,13,low,0
4,7384,27,high,0
2,4063,5,high,0
3,4659,5,low,0
3,9464,23,low,0
2,4017,14,medium,0
1,4566,29,low,0
1,2409,6,high,0
3,7392,8,high,0
2,3125,26,high,0
3,1025,21,high,0
3,7641,23,medium,0
4,6146,29,low,0
3,2604,30,medium,0
3,9831,30,medium,0
3,9006,18,medium,0
2,6596,15,high,0
5,3064,6,low,0
5,6196,3,high,0
4,6181,10,medium,0
3,7641,26,low,1
2,5145,16,medium,0
2,5614,16,high,0
3,5006,8,medium,0
1,8309,20,medium,0
1,6468,19,low,0
2,3319,24,high,0
1,6010,30,low,0
1,2725,29,medium,0
1,4222,17,medium,1
3,6038,7,high,0
2,1188,9,medium,0
2,3937,5,low,0
4,9297,9,medium,0
3,6007,12,medium,0
1,2501,23,low,0
2,3510,16,high,0
1,6586,20,medium,0
4,8409,10,high,0
4,9332,22,high,0
1,4880,30,medium,0
3,5516,12,medium,0
2,3311,26,low,0
2,8256,25,medium,0
3,2978,15,medium,0
4,8374,12,medium,0
3,3618,9,high,0
4,3339,2,medium,0
3,5028,26,high,0
2,2182,21,medium,0
5,7616,21,high,0
2,2692,1,low,1
4,8275,19,medium,0
1,1972,14,medium,0
5,4298,6,high,1
4,7365,8,high,0
1,5778,20,medium,0
1,6600,9,medium,0
2,2194,15,medium,0
3,8728,26,medium,0
5,7676,14,medium,0
2,7601,19,medium,0
3,4179,16,high,0
5,8352,5,high,0
3,3764,28,medium,1
1,2797,3,medium,0
3,9033,17,medium,0
3,4502,23,medium,0
3,9317,12,medium,0
4,9579,12,medium,1
3,9643,31,low,0
1,1066,19,medium,0
3,5700,24,high,0
5,7611,15,medium,0
1,4236,14,low,0
1,4964,9,medium,0
2,5460,15,low,0
3,5593,14,low,1
3,6115,25,medium,0
3,8432,17,high,0
2,6402,8,medium,0
2,3521,27,medium,0
3,4914,14,medium,1
4,6610,25,medium,1
2,3070,18,high,0
3,5821,17,low,1
1,7160,22,low,0
3,6761,5,medium,0
3,3802,21,high,0
1,3784,8,medium,1
5,9027,4,low,0
4,8465,13,high,0
3,8112,12,low,0
5,8775,12,medium,1
2,3377,18,low,0
4,5511,23,high,0
2,9406,13,medium,0
3,8427,2,high,0
1,4432,16,low,0
2,3100,28,high,0
3,3533,24,low,0
3,7278,15,medium,0
3,7302,20,low,0
1,8130,11,low,0
5,8286,4,high,0
2,4963,20,high,0
3,1630,19,low,1
4,7766,4,medium,0
2,3227,28,high,0
3,8504,17,medium,0
3,9839,31,medium,0
5,7830,7,medium,0
5,9777,6,medium,1
1,5471,5,low,0
1,1200,19,low,0
1,5392,14,low,0
1,2366,30,low,0
1,3285,14,medium,0
3,4041,17,medium,0
5,4816,10,medium,1
1,1813,14,medium,0
3,1272,22,high,0
1,4525,5,high,0
2,8827,19,low,0
3,9957,24,high,0
3,8084,10,low,0
2,9722,25,low,0
1,4762,14,medium,0
3,8931,1,low,0
4,4235,21,high,0
2,4470,24,high,0
3,8439,2,medium,0
3,1925,11,low,0
1,4263,11,low,0
3,4166,6,high,0
2,2038,28,high,0
3,5251,9,low,0
4,9589,14,low,0
2,3971,14,low,0
4,9326,29,medium,0
3,9704,31,medium,0
2,7811,4,low,0
4,8640,25,high,0
4,9788,13,medium,0
1,7101,24,low,0
2,4621,25,low,0
1,3286,27,medium,0
3,8861,3,high,0
5,9248,15,high,1
2,8323,18,low,0
3,8321,21,medium,1
3,7562,16,high,0
1,2863,19,high,0
2,2480,29,high,0
2,5039,19,medium,0
2,3218,28,high,0
2,5743,28,low,1
2,5198,30,medium,0
1,8354,17,medium,0
2,4007,15,low,0
4,7425,10,medium,0
4,6725,6,low,0
3,9181,29,medium,1
1,2299,24,low,0
5,5728,24,high,0
1,4199,8,medium,0
1,3038,7,high,0
3,8671,22,low,1
5,7519,2,medium,0
4,6405,24,low,0
3,2380,8,high,0
3,4660,4,high,0
2,2817,30,low,0
4,9685,24,high,0
4,2169,3,medium,0
3,2589,24,high,0
4,6620,26,medium,1
2,3211,11,medium,0
2,5551,22,medium,0
4,8815,10,low,0
3,9301,11,low,0
4,5944,8,high,0
3,3603,3,low,0
2,7779,8,high,0
3,2506,10,high,0
5,8252,28,high,0
5,9966,20,high,1
2,6136,12,high,0
1,2063,4,medium,0
2,3811,8,high,0
1,1485,27,medium,0
4,5126,1,high,0
4,5968,2,medium,0
4,7108,28,low,0
2,3293,24,high,0
3,9382,21,low,0
3,2285,29,medium,0
4,6740,27,high,0
5,9599,11,medium,0
1,1558,21,low,0
4,9115,12,medium,0
2,2755,11,low,0
2,3538,15,medium,0
2,2950,16,high,0
2,8602,27,low,0
3,6875,14,low,0
1,5905,8,medium,0
4,5405,30,medium,0
2,2776,3,low,0
2,4125,4,low,0
4,6978,8,low,1
2,4149,22,low,0
3,3202,18,high,1
4,3874,10,medium,1
2,4899,19,low,0
4,8646,24,high,0
2,6144,18,high,0
3,3772,27,high,0
3,2783,31,high,1
3,2253,21,medium,0
2,7211,18,high,0
1,5541,28,low,0
3,6758,11,medium,0
1,4660,8,medium,0
3,1434,1,high,0
2,1645,4,medium,0
3,4487,16,low,0
3,5836,20,low,0
2,3513,8,medium,0
2,6876,15,low,0
4,9729,12,high,0
3,5637,7,medium,0
3,9745,26,medium,1
3,5453,15,high,0
1,2019,10,low,1
3,7889,18,medium,0
1,4718,14,high,0
2,2221,4,high,0
3,4207,26,high,0
3,2681,13,low,0
1,5850,26,low,0
2,8027,16,high,0
3,2164,11,high,0
1,3507,9,medium,0
4,6950,14,high,0
3,3463,25,medium,0
2,8893,12,medium,0
1,2416,5,low,0
4,8778,16,medium,0
5,8931,2,medium,1
3,9871,12,medium,1
1,3990,28,low,0
1,4338,24,medium,0
3,8774,27,high,0
4,9824,17,medium,0
4,6460,27,high,1
4,3357,28,high,1
3,7022,3,high,0
2,2594,25,low,0
4,5288,14,medium,0
4,9511,9,medium,0
1,2146,29,high,0
4,3823,6,low,1
2,6485,8,medium,0
2,1204,12,low,0
5,8127,6,medium,1
3,9697,6,medium,0
4,8532,13,high,0
3,6455,28,low,0
2,3448,31,low,0
3,1367,27,high,0
3,9621,3,high,0
3,8770,8,medium,0
4,4763,18,medium,1
2,9898,6,low,0
3,3568,20,high,0
3,3389,18,high,0
1,8181,3,medium,0
2,5436,28,low,0
4,8645,29,low,0
2,6578,25,low,0
2,5302,15,low,0
3,3573,21,medium,1
4,5589,20,high,0
4,9734,11,high,0
4,9922,25,high,0
2,9079,1,high,0
1,2347,9,low,0
1,2369,11,medium,0
4,7954,29,high,0
3,4209,8,low,0
1,7495,8,medium,0
4,5860,14,high,1
1,2304,30,high,0
3,9934,19,low,0
2,8002,5,medium,0
3,8792,5,low,0
3,6137,2,low,0
4,8721,1,high,0
2,3636,17,high,1
2,7509,9,high,0
1,1500,14,low,0
1,9468,12,low,0
2,6009,29,medium,0
3,4250,30,high,1
3,3981,4,medium,0
4,5612,1,high,0
3,3070,6,medium,1
2,5651,17,medium,0
4,2880,4,high,0
3,7555,28,medium,0
3,6718,30,low,0
2,3757,22,medium,0
3,1643,17,medium,0
1,6344,27,low,0
2,9878,23,medium,0
5,9188,24,high,0
3,2079,9,medium,0
2,2331,25,high,0
2,8679,28,medium,0
1,1382,13,low,0
4,5039,5,high,0
2,8085,9,low,0
2,2942,22,high,0
2,4419,3,low,0
5,7302,10,high,0
2,3744,25,low,0
4,9750,23,high,0
3,4617,7,medium,0
2,7235,8,low,0
4,3346,15,high,0
3,6026,29,medium,0
3,8300,25,low,0
3,2401,12,low,0
4,4800,4,medium,0
2,1497,15,low,0
3,9124,6,low,0
3,8647,3,low,0
3,8905,3,low,0
3,4636,6,high,0
4,6447,12,high,1
2,8343,22,low,1
2,3310,23,low,0
3,5348,27,medium,1
3,7457,25,high,0
2,2495,8,high,0
1,6354,12,medium,0
1,1018,8,low,0
3,5621,24,low,0
1,1916,17,medium,0
1,3974,19,high,0
2,8656,14,medium,0
1,1113,1,low,0
2,2084,17,high,0
3,4644,30,medium,1
2,4091,1,low,0
4,9824,17,low,0
1,8369,26,low,0
4,6649,13,high,0
1,3117,4,low,0
2,5337,25,medium,0
1,1305,3,medium,0
2,3369,24,high,0
3,3397,4,low,0
4,9897,3,medium,0
2,4953,21,low,0
2,6057,4,high,0
2,7140,9,low,0
2,4160,16,medium,0
2,5320,19,low,0
3,8867,9,medium,0
2,6456,23,low,0
2,1880,5,medium,0
1,4545,8,low,0
4,9522,28,high,0
3,4673,5,medium,0
3,7056,12,low,0
1,2530,24,medium,1
2,2258,26,high,0
3,9544,17,high,0
4,3145,23,high,0
3,2467,29,high,0
2,3271,7,medium,0
4,1289,28,medium,0
1,1162,30,medium,0
1,5383,26,low,1
1,3025,28,high,0
3,9787,3,medium,1
3,7394,10,high,0
4,8264,15,low,0
4,9031,8,high,0
3,7670,21,low,0
5,9836,23,low,0
1,1625,27,medium,0
2,1682,18,low,0
2,7275,3,medium,0
3,8840,10,medium,0
1,5686,10,low,0
1,5048,27,low,0
4,7019,10,high,1
2,9897,23,medium,0
2,2687,28,medium,0
2,9682,19,high,0
4,8495,23,low,0
2,9433,28,medium,0
2,3061,7,medium,0
1,2319,2,medium,1
2,7456,5,low,0
4,7919,24,high,0
2,3974,17,medium,0
3,9642,21,high,0
3,8453,22,high,0
1,2247,9,low,1
1,1382,20,low,0
4,8522,18,high,0
1,6137,10,medium,0
4,9911,21,high,0
2,9991,15,medium,0
4,5120,1,medium,0
3,3770,4,medium,0
2,5937,26,low,0
2,2362,28,high,0
5,6688,18,high,0
1,2571,29,high,0
1,4114,3,low,0
4,6882,1,low,0
1,4829,28,medium,0
3,7837,30,low,0
4,9233,21,low,0
1,3853,12,high,0
2,8816,11,medium,0
2,8557,24,low,0
2,3632,24,high,0
1,2955,27,low,0
3,2133,2,high,1
4,7077,26,medium,0
3,8927,18,low,0
2,3503,14,low,0
3,7553,17,high,0
2,1502,15,low,0
3,1750,31,high,0
1,1471,16,low,0
2,9153,21,medium,0
1,4225,31,medium,0
2,2529,5,low,0
1,3090,20,medium,0
3,3692,11,high,1
2,3555,4,medium,0
2,7628,30,high,0
3,9230,31,high,0
2,5736,24,high,0
5,4735,13,medium,0
4,5650,8,medium,0
2,7172,25,low,0
5,9722,21,high,0
3,2746,22,high,0
1,7618,18,low,1
1,3482,25,low,0
4,7393,13,medium,0
3,6967,19,low,0
3,7137,25,medium,0
4,9021,8,low,0
2,8169,19,high,0
1,2573,18,low,0
5,7711,11,low,0
4,5577,3,high,0
1,6423,30,low,0
2,3739,19,low,0
1,2846,27,high,0
2,8233,28,low,0
3,1657,13,high,0
1,5176,31,low,0
1,1778,24,medium,1
3,8616,26,low,0
1,2153,29,low,0
1,3276,22,medium,0
2,1298,21,high,0
3,4523,23,high,0
3,4172,16,medium,1
2,3738,6,medium,1
2,5688,5,low,1
1,5163,28,low,0
3,6491,4,low,0
3,6340,14,high,0
1,2136,4,low,0
1,4016,15,low,0
5,8505,31,high,0
1,1867,15,low,0
3,3704,17,high,0
2,4069,8,low,0
2,7641,22,low,0
3,8345,5,high,0
3,8782,16,medium,0
2,7739,16,medium,0
2,2889,4,medium,0
2,2927,21,low,0
2,7818,1,low,0
2,9992,20,high,0
3,8325,29,high,1
2,1562,22,medium,1
2,2743,13,medium,0
1,6460,22,low,0
4,9550,17,medium,0
2,3201,17,medium,0
3,8845,16,medium,0
1,8071,11,low,0
5,3424,31,high,1
4,8895,21,low,0
4,9250,24,medium,0
3,6303,30,low,0
3,8035,4,medium,0
1,2971,23,high,0
3,7612,2,high,0
2,1870,5,low,0
2,9230,30,low,0
1,3010,24,medium,0
2,4952,31,high,0
1,3544,16,low,0
4,8781,14,low,0
2,3448,15,medium,0
2,9654,25,medium,0
4,7540,29,low,0
2,8114,17,high,0
1,1196,31,medium,0
1,2992,1,medium,0
4,8394,15,high,0
1,3332,13,medium,1
3,4462,6,low,0
3,8459,26,low,0
2,6567,13,low,0
3,6139,4,high,0
2,7032,19,high,0
2,3505,4,high,0
1,2817,18,low,0
5,9410,7,low,0
5,8427,15,medium,0
1,9505,5,low,0
1,1970,4,high,0
3,5118,13,low,0
1,3143,5,low,0
3,9092,12,high,1
3,9581,29,low,1
3,7132,19,medium,1
3,6673,25,low,0
4,9163,6,low,0
3,1545,24,medium,0
1,6675,16,medium,0
2,2819,15,medium,0
3,8966,31,medium,0
1,4961,13,medium,0
3,6597,30,medium,0
1,4648,11,medium,0
4,4020,29,medium,0
4,9533,31,high,1
3,6902,29,high,1
2,2945,25,low,0
1,3865,20,medium,0
3,7679,19,high,0
1,4730,17,high,0
3,7303,26,low,0
3,8982,26,low,0
1,2584,13,low,0
3,3689,1,low,0
2,5153,17,medium,0
2,9982,22,low,1
3,9084,18,high,0
1,2637,17,low,0
4,6022,11,high,0
3,6954,5,medium,0
1,4117,10,medium,1
1,2539,4,high,1
3,9463,26,low,0
4,9047,11,medium,0
4,5414,8,high,1
4,6390,1,high,0
1,4369,10,low,0
3,6953,3,medium,0
2,2676,3,low,0
2,3920,3,medium,0
1,1996,7,medium,0
1,5392,31,medium,0
2,7658,5,medium,0
1,3821,27,medium,0
1,2158,28,medium,0
3,9911,26,high,1
1,8956,20,high,0
1,9769,19,low,0
2,1550,14,low,0
1,6218,16,medium,0
1,2620,1,low,0
2,9840,25,medium,0
4,4241,10,medium,0
4,5156,24,high,1
2,7802,25,high,0
4,8090,10,medium,1
1,2786,10,medium,0
2,8423,4,high,0
2,5404,11,high,0
2,1383,1,low,0
2,4334,10,high,0
2,9195,8,medium,0
2,8804,5,low,0
3,6494,15,high,0
5,7802,8,high,0
3,1403,30,low,0
2,1817,18,medium,0
1,1398,17,high,0
3,1081,15,medium,0
1,1198,3,high,0
1,1692,4,medium,0
2,4774,19,low,0
1,2684,30,medium,0
1,3419,9,low,0
4,5467,5,medium,0
3,5104,9,high,1
4,6972,2,high,0
1,4053,28,low,0
4,9320,6,high,0
2,3876,22,medium,0
2,2483,29,medium,0
3,8576,13,high,0
3,5117,17,medium,0
2,4343,29,low,0
4,6813,16,high,1
4,8971,9,low,0
3,6823,9,high,0
3,6928,18,medium,1
2,4382,7,high,0
1,4363,12,low,0
4,5667,31,medium,0
2,3407,16,medium,0
3,9753,27,medium,0
3,6039,9,low,0
5,8666,18,high,0
1,4147,22,low,0
4,8185,15,low,0
4,8792,14,medium,1
4,7910,27,medium,0
4,5372,22,low,0
3,7716,1,low,0
3,5133,31,medium,0
3,2017,8,high,0
4,6709,17,low,0
2,3566,5,medium,0
1,1779,24,high,0
2,6509,7,low,0
1,7223,29,medium,0
2,3625,18,low,0
3,9519,3,high,0
3,1127,14,high,0
3,5773,10,medium,0
3,7092,23,low,0
1,1415,7,low,0
3,2336,9,medium,1
1,2051,23,medium,0
1,3142,5,medium,0
2,5461,10,low,0
3,4915,15,high,0
3,1439,4,high,1
2,6931,17,high,0
3,1803,22,medium,0
4,7714,9,medium,0
3,5598,4,high,0
3,9839,1,medium,0
1,6319,27,low,0
4,8812,10,high,0
4,7382,18,high,0
2,2609,31,high,0
2,4861,18,high,0
3,6980,20,high,0
5,8318,13,high,1
3,9067,29,low,0
1,4025,21,medium,0
3,3870,20,low,0
3,9056,21,low,0
2,2913,21,high,0
3,8094,19,low,0
3,8841,25,medium,0
3,8170,17,high,0
2,1536,14,high,0
2,1766,16,medium,0
2,4241,2,medium,0
5,8375,3,high,0
3,4095,31,high,0
1,6267,30,medium,0
1,2552,23,high,0
1,5552,16,high,0
3,5960,14,medium,0
3,7342,24,medium,0
3,8834,23,high,0
4,8046,9,high,0
2,4445,5,low,0
5,5988,7,medium,1
5,8594,9,low,0
5,8355,5,high,0
2,6341,17,high,0
2,2729,10,low,0
4,7455,5,high,0
4,5363,15,low,0
3,1910,17,high,0
2,2187,8,low,0
2,6443,9,low,1
2,4444,26,high,0
3,6795,23,high,0
3,9727,2,medium,0
4,3791,20,high,0
2,5691,6,low,1
2,7312,17,high,0
4,5482,17,high,0
5,7228,5,high,0
4,7527,10,medium,0
2,2954,11,high,0
3,8202,2,low,1
1,4012,28,low,0
1,6399,21,low,0
2,2710,7,high,0
1,2473,18,low,0
2,4744,12,low,1
1,4432,11,medium,0
3,9215,7,low,0
2,3107,25,high,0
3,1658,8,low,0
1,1861,28,medium,0
4,8045,11,high,0
3,4735,12,low,0
4,3372,8,high,0
2,7505,20,low,0
2,5136,21,high,0
1,1904,2,low,0
5,5406,8,high,0
3,8438,26,medium,0
2,7978,27,medium,1
3,7384,25,medium,0
2,2739,16,low,0
2,8827,9,low,0
1,4330,12,medium,0
1,1581,25,low,0
4,6422,9,high,0
4,8452,16,low,0
4,6506,31,high,1
2,5176,27,low,0
2,7274,31,medium,0
4,5767,28,high,0
2,4919,17,high,0
3,4606,5,high,0
5,2295,23,high,0
1,1756,17,high,0
3,5837,23,high,0
3,2229,9,medium,0
2,3763,25,medium,0
3,3001,17,medium,0
1,2574,21,low,0
2,7590,29,medium,0
2,4884,17,low,1
2,4242,14,high,0
2,4295,6,low,0
2,5782,3,low,1
1,2259,2,medium,1
3,6217,15,medium,0
2,4756,21,high,0
1,5475,28,low,0
1,4068,5,high,0
3,7229,29,high,0
1,6151,29,high,0
2,1642,28,medium,0
1,4460,9,medium,0
3,8435,27,low,0
4,7879,31,medium,1
1,1616,27,low,1
2,2082,31,high,1
1,2691,9,low,1
3,5906,21,low,0
