target,monthly_income,time_of_month,savings,guests
2.37,3058,25,high,0
3.38,2249,18,high,0
1.77,1380,2,low,0
4.36,7182,13,medium,0
2.71,6666,22,medium,0
3.23,8723,12,high,0
1.0,2407,22,high,0
3.83,7200,18,low,1
3.84,8116,24,medium,0
2.54,8154,16,medium,0
4.04,8983,25,high,0
1.84,5414,12,high,0
4.59,9797,30,low,0
1.33,5531,28,low,0
4.28,8151,1,medium,1
3.08,9728,10,low,0
4.89,9996,8,medium,0
4.91,6647,13,medium,0
4.65,7080,24,high,0
5.0,4320,18,low,1
1.72,2664,29,medium,0
5.0,5890,10,high,1
4.02,2540,19,medium,0
2.54,2361,22,high,0
1.72,1268,13,high,0
1.17,2855,7,high,0
1.18,5455,3,low,0
4.13,7244,7,high,0
1.61,2122,15,low,0
3.54,6195,17,high,0
3.36,7707,25,low,0
2.92,2026,10,low,0
2.69,5428,31,low,0
1.91,3488,13,low,0
1.0,5856,25,high,0
2.3,2337,21,high,0
1.69,7507,26,medium,0
4.1,1415,30,high,0
4.31,1854,3,medium,0
5.0,8498,1,medium,1
2.34,9101,11,high,0
2.63,3112,1,high,0
3.65,5531,29,medium,0
3.94,7540,20,medium,1
2.87,2211,25,low,0
2.88,2233,29,high,0
5.0,7469,3,medium,0
3.63,9431,18,low,0
5.0,9468,29,medium,0
5.0,9444,14,medium,0
1.94,4376,30,medium,0
3.54,7963,9,low,0
2.2,2651,30,high,0
2.53,4553,5,high,0
3.47,8207,11,medium,0
3.75,1502,25,medium,0
2.38,2664,31,low,0
3.25,4754,29,medium,0
4.41,5356,25,high,0
4.37,3110,4,high,0
4.41,4993,1,high,0
4.5,9498,12,high,0
2.53,2515,7,low,1
4.18,9956,14,high,1
3.97,5353,7,low,1
4.85,8585,17,high,0
4.24,4444,27,high,0
5.0,6970,27,high,0
3.59,8453,28,medium,0
1.79,8785,29,medium,0
2.36,2086,23,medium,0
5.0,9699,7,low,0
2.61,6047,2,low,1
5.0,4125,13,medium,1
4.05,5406,7,medium,0
1.26,1905,13,low,0
5.0,7384,27,high,0
3.08,4063,5,high,0
3.99,4659,5,low,0
3.98,9464,23,low,0
3.09,4017,14,medium,0
1.0,4566,29,low,0
1.3,2409,6,high,0
3.76,7392,8,high,0
3.52,3125,26,high,0
3.61,1025,21,high,0
3.82,7641,23,medium,0
5.0,6146,29,low,0
3.74,2604,30,medium,0
3.74,9831,30,medium,0
3.64,9006,18,medium,0
3.3,6596,15,high,0
5.0,3064,6,low,0
5.0,6196,3,high,0
5.0,6181,10,medium,0
3.96,7641,26,low,1
2.46,5145,16,medium,0
2.6,5614,16,high,0
3.91,5006,8,medium,0
1.83,8309,20,medium,0
1.0,6468,19,low,0
3.54,3319,24,high,0
2.06,6010,30,low,0
2.21,2725,29,medium,0
2.11,4222,17,medium,1
4.0,6038,7,high,0
2.43,1188,9,medium,0
2.57,3937,5,low,0
4.33,9297,9,medium,0
4.1,6007,12,medium,0
1.0,2501,23,low,0
3.23,3510,16,high,0
2.02,6586,20,medium,0
4.72,8409,10,high,0
4.65,9332,22,high,0
2.34,4880,30,medium,0
3.48,5516,12,medium,0
3.09,3311,26,low,0
2.58,8256,25,medium,0
3.51,2978,15,medium,0
4.07,8374,12,medium,0
3.98,3618,9,high,0
4.56,3339,2,medium,0
3.58,5028,26,high,0
2.79,2182,21,medium,0
5.0,7616,21,high,0
2.55,2692,1,low,1
4.61,8275,19,medium,0
1.56,1972,14,medium,0
5.0,4298,6,high,1
4.53,7365,8,high,0
2.27,5778,20,medium,0
1.89,6600,9,medium,0
2.9,2194,15,medium,0
3.41,8728,26,medium,0
5.0,7676,14,medium,0
2.7,7601,19,medium,0
3.85,4179,16,high,0
5.0,8352,5,high,0
3.8,3764,28,medium,1
2.36,2797,3,medium,0
3.89,9033,17,medium,0
4.39,4502,23,medium,0
3.44,9317,12,medium,0
4.05,9579,12,medium,1
3.88,9643,31,low,0
1.92,1066,19,medium,0
4.16,5700,24,high,0
5.0,7611,15,medium,0
2.36,4236,14,low,0
2.18,4964,9,medium,0
2.97,5460,15,low,0
3.93,5593,14,low,1
4.31,6115,25,medium,0
3.14,8432,17,high,0
2.77,6402,8,medium,0
2.43,3521,27,medium,0
4.36,4914,14,medium,1
4.41,6610,25,medium,1
2.86,3070,18,high,0
4.11,5821,17,low,1
2.13,7160,22,low,0
3.29,6761,5,medium,0
3.64,3802,21,high,0
2.09,3784,8,medium,1
5.0,9027,4,low,0
4.73,8465,13,high,0
3.73,8112,12,low,0
5.0,8775,12,medium,1
2.86,3377,18,low,0
5.0,5511,23,high,0
2.56,9406,13,medium,0
3.66,8427,2,high,0
2.29,4432,16,low,0
3.33,3100,28,high,0
3.94,3533,24,low,0
3.7,7278,15,medium,0
3.49,7302,20,low,0
1.97,8130,11,low,0
5.0,8286,4,high,0
3.1,4963,20,high,0
3.76,1630,19,low,1
4.44,7766,4,medium,0
3.3,3227,28,high,0
3.99,8504,17,medium,0
3.31,9839,31,medium,0
5.0,7830,7,medium,0
5.0,9777,6,medium,1
1.59,5471,5,low,0
1.93,1200,19,low,0
2.03,5392,14,low,0
1.59,2366,30,low,0
2.72,3285,14,medium,0
4.29,4041,17,medium,0
5.0,4816,10,medium,1
1.08,1813,14,medium,0
3.06,1272,22,high,0
1.91,4525,5,high,0
2.72,8827,19,low,0
3.82,9957,24,high,0
3.95,8084,10,low,0
2.49,9722,25,low,0
2.45,4762,14,medium,0
3.77,8931,1,low,0
5.0,4235,21,high,0
3.67,4470,24,high,0
3.97,8439,2,medium,0
3.13,1925,11,low,0
1.0,4263,11,low,0
4.08,4166,6,high,0
2.69,2038,28,high,0
3.68,5251,9,low,0
4.5,9589,14,low,0
3.32,3971,14,low,0
4.01,9326,29,medium,0
3.99,9704,31,medium,0
3.33,7811,4,low,0
4.37,8640,25,high,0
4.62,9788,13,medium,0
1.06,7101,24,low,0
3.45,4621,25,low,0
1.58,3286,27,medium,0
3.78,8861,3,high,0
5.0,9248,15,high,1
3.06,8323,18,low,0
3.83,8321,21,medium,1
4.24,7562,16,high,0
2.14,2863,19,high,0
2.62,2480,29,high,0
2.91,5039,19,medium,0
3.25,3218,28,high,0
2.89,5743,28,low,1
3.1,5198,30,medium,0
1.69,8354,17,medium,0
3.31,4007,15,low,0
5.0,7425,10,medium,0
4.25,6725,6,low,0
3.23,9181,29,medium,1
1.41,2299,24,low,0
5.0,5728,24,high,0
2.24,4199,8,medium,0
1.94,3038,7,high,0
3.74,8671,22,low,1
5.0,7519,2,medium,0
4.51,6405,24,low,0
3.83,2380,8,high,0
3.97,4660,4,high,0
2.47,2817,30,low,0
4.34,9685,24,high,0
4.66,2169,3,medium,0
3.6,2589,24,high,0
5.0,6620,26,medium,1
3.14,3211,11,medium,0
3.31,5551,22,medium,0
4.89,8815,10,low,0
3.99,9301,11,low,0
4.72,5944,8,high,0
3.52,3603,3,low,0
2.63,7779,8,high,0
3.51,2506,10,high,0
5.0,8252,28,high,0
5.0,9966,20,high,1
2.58,6136,12,high,0
1.21,2063,4,medium,0
2.94,3811,8,high,0
1.77,1485,27,medium,0
5.0,5126,1,high,0
4.93,5968,2,medium,0
5.0,7108,28,low,0
3.07,3293,24,high,0
3.15,9382,21,low,0
3.67,2285,29,medium,0
4.43,6740,27,high,0
5.0,9599,11,medium,0
1.03,1558,21,low,0
4.38,9115,12,medium,0
3.16,2755,11,low,0
2.91,3538,15,medium,0
2.49,2950,16,high,0
2.58,8602,27,low,0
3.49,6875,14,low,0
1.98,5905,8,medium,0
5.0,5405,30,medium,0
2.45,2776,3,low,0
3.48,4125,4,low,0
4.36,6978,8,low,1
3.39,4149,22,low,0
4.58,3202,18,high,1
5.0,3874,10,medium,1
3.49,4899,19,low,0
4.36,8646,24,high,0
3.35,6144,18,high,0
3.5,3772,27,high,0
3.66,2783,31,high,1
3.5,2253,21,medium,0
3.17,7211,18,high,0
2.31,5541,28,low,0
3.89,6758,11,medium,0
2.2,4660,8,medium,0
3.07,1434,1,high,0
2.36,1645,4,medium,0
3.85,4487,16,low,0
3.45,5836,20,low,0
2.86,3513,8,medium,0
2.78,6876,15,low,0
4.05,9729,12,high,0
4.12,5637,7,medium,0
3.3,9745,26,medium,1
4.32,5453,15,high,0
1.26,2019,10,low,1
3.66,7889,18,medium,0
2.54,4718,14,high,0
3.11,2221,4,high,0
3.8,4207,26,high,0
4.24,2681,13,low,0
1.0,5850,26,low,0
3.31,8027,16,high,0
4.16,2164,11,high,0
1.77,3507,9,medium,0
4.34,6950,14,high,0
3.6,3463,25,medium,0
2.72,8893,12,medium,0
1.45,2416,5,low,0
4.19,8778,16,medium,0
5.0,8931,2,medium,1
3.17,9871,12,medium,1
1.95,3990,28,low,0
2.22,4338,24,medium,0
3.68,8774,27,high,0
4.13,9824,17,medium,0
5.0,6460,27,high,1
4.75,3357,28,high,1
4.07,7022,3,high,0
2.54,2594,25,low,0
4.49,5288,14,medium,0
4.29,9511,9,medium,0
2.26,2146,29,high,0
5.0,3823,6,low,1
2.48,6485,8,medium,0
2.48,1204,12,low,0
5.0,8127,6,medium,1
3.98,9697,6,medium,0
4.09,8532,13,high,0
3.64,6455,28,low,0
2.91,3448,31,low,0
3.63,1367,27,high,0
3.89,9621,3,high,0
3.62,8770,8,medium,0
5.0,4763,18,medium,1
2.77,9898,6,low,0
3.62,3568,20,high,0
3.58,3389,18,high,0
1.65,8181,3,medium,0
2.51,5436,28,low,0
4.5,8645,29,low,0
3.08,6578,25,low,0
3.14,5302,15,low,0
3.64,3573,21,medium,1
4.54,5589,20,high,0
4.79,9734,11,high,0
4.44,9922,25,high,0
2.17,9079,1,high,0
1.27,2347,9,low,0
1.68,2369,11,medium,0
5.0,7954,29,high,0
4.03,4209,8,low,0
2.0,7495,8,medium,0
4.85,5860,14,high,1
1.92,2304,30,high,0
3.86,9934,19,low,0
3.11,8002,5,medium,0
3.99,8792,5,low,0
3.78,6137,2,low,0
4.56,8721,1,high,0
2.96,3636,17,high,1
3.22,7509,9,high,0
1.95,1500,14,low,0
1.19,9468,12,low,0
2.74,6009,29,medium,0
4.2,4250,30,high,1
3.7,3981,4,medium,0
5.0,5612,1,high,0
4.42,3070,6,medium,1
3.17,5651,17,medium,0
4.87,2880,4,high,0
3.96,7555,28,medium,0
3.79,6718,30,low,0
2.64,3757,22,medium,0
3.35,1643,17,medium,0
1.83,6344,27,low,0
2.76,9878,23,medium,0
5.0,9188,24,high,0
3.55,2079,9,medium,0
2.82,2331,25,high,0
2.02,8679,28,medium,0
1.0,1382,13,low,0
5.0,5039,5,high,0
3.05,8085,9,low,0
2.77,2942,22,high,0
2.81,4419,3,low,0
5.0,7302,10,high,0
3.33,3744,25,low,0
4.45,9750,23,high,0
4.63,4617,7,medium,0
2.68,7235,8,low,0
4.82,3346,15,high,0
3.69,6026,29,medium,0
3.72,8300,25,low,0
3.49,2401,12,low,0
5.0,4800,4,medium,0
2.96,1497,15,low,0
3.61,9124,6,low,0
3.5,8647,3,low,0
3.85,8905,3,low,0
4.21,4636,6,high,0
4.5,6447,12,high,1
2.55,8343,22,low,1
3.03,3310,23,low,0
3.62,5348,27,medium,1
3.44,7457,25,high,0
2.42,2495,8,high,0
2.31,6354,12,medium,0
1.0,1018,8,low,0
3.9,5621,24,low,0
1.19,1916,17,medium,0
2.31,3974,19,high,0
2.86,8656,14,medium,0
1.55,1113,1,low,0
2.98,2084,17,high,0
4.57,4644,30,medium,1
3.11,4091,1,low,0
4.0,9824,17,low,0
1.86,8369,26,low,0
4.72,6649,13,high,0
2.21,3117,4,low,0
2.99,5337,25,medium,0
1.0,1305,3,medium,0
2.56,3369,24,high,0
3.53,3397,4,low,0
4.92,9897,3,medium,0
2.82,4953,21,low,0
2.69,6057,4,high,0
3.1,7140,9,low,0
3.4,4160,16,medium,0
3.03,5320,19,low,0
3.16,8867,9,medium,0
2.66,6456,23,low,0
2.85,1880,5,medium,0
2.47,4545,8,low,0
4.36,9522,28,high,0
4.08,4673,5,medium,0
4.29,7056,12,low,0
2.17,2530,24,medium,1
2.9,2258,26,high,0
3.12,9544,17,high,0
4.95,3145,23,high,0
3.71,2467,29,high,0
3.22,3271,7,medium,0
4.08,1289,28,medium,0
1.4,1162,30,medium,0
1.0,5383,26,low,1
2.73,3025,28,high,0
3.85,9787,3,medium,1
4.15,7394,10,high,0
4.78,8264,15,low,0
4.03,9031,8,high,0
3.74,7670,21,low,0
5.0,9836,23,low,0
1.0,1625,27,medium,0
2.35,1682,18,low,0
3.08,7275,3,medium,0
3.87,8840,10,medium,0
1.75,5686,10,low,0
2.24,5048,27,low,0
5.0,7019,10,high,1
2.36,9897,23,medium,0
2.56,2687,28,medium,0
2.87,9682,19,high,0
4.88,8495,23,low,0
2.68,9433,28,medium,0
3.44,3061,7,medium,0
1.6,2319,2,medium,1
3.37,7456,5,low,0
5.0,7919,24,high,0
2.74,3974,17,medium,0
3.96,9642,21,high,0
3.25,8453,22,high,0
2.19,2247,9,low,1
1.0,1382,20,low,0
4.12,8522,18,high,0
2.21,6137,10,medium,0
4.41,9911,21,high,0
2.94,9991,15,medium,0
4.52,5120,1,medium,0
3.78,3770,4,medium,0
3.31,5937,26,low,0
3.37,2362,28,high,0
5.0,6688,18,high,0
1.36,2571,29,high,0
1.52,4114,3,low,0
4.54,6882,1,low,0
1.77,4829,28,medium,0
3.47,7837,30,low,0
4.3,9233,21,low,0
1.66,3853,12,high,0
2.48,8816,11,medium,0
2.24,8557,24,low,0
3.07,3632,24,high,0
1.0,2955,27,low,0
3.94,2133,2,high,1
4.65,7077,26,medium,0
3.08,8927,18,low,0
2.75,3503,14,low,0
4.15,7553,17,high,0
2.33,1502,15,low,0
3.31,1750,31,high,0
1.0,1471,16,low,0
2.63,9153,21,medium,0
2.34,4225,31,medium,0
2.97,2529,5,low,0
1.91,3090,20,medium,0
3.6,3692,11,high,1
2.51,3555,4,medium,0
3.06,7628,30,high,0
3.53,9230,31,high,0
3.27,5736,24,high,0
5.0,4735,13,medium,0
4.87,5650,8,medium,0
3.14,7172,25,low,0
5.0,9722,21,high,0
3.94,2746,22,high,0
1.77,7618,18,low,1
1.74,3482,25,low,0
4.56,7393,13,medium,0
3.5,6967,19,low,0
4.13,7137,25,medium,0
4.81,9021,8,low,0
2.99,8169,19,high,0
1.53,2573,18,low,0
5.0,7711,11,low,0
5.0,5577,3,high,0
1.0,6423,30,low,0
2.55,3739,19,low,0
2.12,2846,27,high,0
2.55,8233,28,low,0
3.36,1657,13,high,0
1.0,5176,31,low,0
1.0,1778,24,medium,1
3.96,8616,26,low,0
1.48,2153,29,low,0
1.78,3276,22,medium,0
2.16,1298,21,high,0
4.39,4523,23,high,0
4.35,4172,16,medium,1
3.38,3738,6,medium,1
2.61,5688,5,low,1
1.0,5163,28,low,0
3.54,6491,4,low,0
3.44,6340,14,high,0
2.28,2136,4,low,0
1.23,4016,15,low,0
5.0,8505,31,high,0
1.0,1867,15,low,0
3.49,3704,17,high,0
3.26,4069,8,low,0
2.56,7641,22,low,0
3.62,8345,5,high,0
3.88,8782,16,medium,0
3.02,7739,16,medium,0
3.17,2889,4,medium,0
2.48,2927,21,low,0
3.21,7818,1,low,0
2.93,9992,20,high,0
3.6,8325,29,high,1
2.22,1562,22,medium,1
2.47,2743,13,medium,0
1.9,6460,22,low,0
4.35,9550,17,medium,0
3.66,3201,17,medium,0
3.13,8845,16,medium,0
1.89,8071,11,low,0
5.0,3424,31,high,1
4.54,8895,21,low,0
4.0,9250,24,medium,0
3.45,6303,30,low,0
3.68,8035,4,medium,0
1.76,2971,23,high,0
4.32,7612,2,high,0
2.63,1870,5,low,0
2.41,9230,30,low,0
2.62,3010,24,medium,0
3.79,4952,31,high,0
2.3,3544,16,low,0
4.93,8781,14,low,0
3.22,3448,15,medium,0
2.35,9654,25,medium,0
4.48,7540,29,low,0
2.66,8114,17,high,0
1.58,1196,31,medium,0
1.0,2992,1,medium,0
4.47,8394,15,high,0
1.9,3332,13,medium,1
4.23,4462,6,low,0
3.25,8459,26,low,0
2.7,6567,13,low,0
4.05,6139,4,high,0
3.2,7032,19,high,0
2.71,3505,4,high,0
1.97,2817,18,low,0
5.0,9410,7,low,0
5.0,8427,15,medium,0
1.98,9505,5,low,0
1.93,1970,4,high,0
4.12,5118,13,low,0
1.92,3143,5,low,0
3.14,9092,12,high,1
3.69,9581,29,low,1
3.73,7132,19,medium,1
3.22,6673,25,low,0
4.1,9163,6,low,0
3.0,1545,24,medium,0
1.43,6675,16,medium,0
3.01,2819,15,medium,0
3.79,8966,31,medium,0
2.73,4961,13,medium,0
4.05,6597,30,medium,0
1.36,4648,11,medium,0
5.0,4020,29,medium,0
4.43,9533,31,high,1
3.49,6902,29,high,1
2.64,2945,25,low,0
2.09,3865,20,medium,0
4.38,7679,19,high,0
2.06,4730,17,high,0
3.78,7303,26,low,0
3.22,8982,26,low,0
1.32,2584,13,low,0
3.42,3689,1,low,0
2.75,5153,17,medium,0
2.8,9982,22,low,1
3.72,9084,18,high,0
1.72,2637,17,low,0
5.0,6022,11,high,0
3.76,6954,5,medium,0
2.55,4117,10,medium,1
2.1,2539,4,high,1
3.57,9463,26,low,0
4.63,9047,11,medium,0
4.72,5414,8,high,1
4.88,6390,1,high,0
1.73,4369,10,low,0
3.44,6953,3,medium,0
2.71,2676,3,low,0
2.53,3920,3,medium,0
1.68,1996,7,medium,0
2.2,5392,31,medium,0
3.18,7658,5,medium,0
1.92,3821,27,medium,0
1.54,2158,28,medium,0
3.43,9911,26,high,1
1.97,8956,20,high,0
1.0,9769,19,low,0
